<Sentence id="1">
1	पुरानी	JJ	<fs af='पुरानी,adj,f,any,,any,,'>
3	के	PSP	<fs af='का,psp,m,sg,,o,का,kA'>|<fs af='का,psp,m,pl,,d,का,kA'>|<fs af='का,psp,m,pl,,o,का,kA'>
4	बावजूद	PSP:?	<fs af='बावजूद,adv,,,,,,'>
5	सामान	NN	<fs af='सामान,n,m,sg,3,d,0,0'>|<fs af='सामान,n,m,pl,3,d,0,0'>|<fs af='सामान,n,m,sg,3,o,0,0'>
6	न	NEG	<fs af='न,adv,,,,,,'>
7	मिला	VM	<fs af='मिला,v,any,any,any,,0,0'>|<fs af='मिल,v,m,sg,any,,या,yA'>
8	और	CC	<fs af='और,avy,,,,,,'>
9	न	NEG	<fs af='न,adv,,,,,,'>
10	ही	RP	<fs af='ही,adv,,,,,,'>|<fs af='ही,psp,,,,,,'>
11	चोर	NN	<fs af='चोर,n,m,sg,3,d,0,0'>|<fs af='चोर,n,m,pl,3,d,0,0'>|<fs af='चोर,n,m,sg,3,o,0,0'>
12	का	PSP	<fs af='का,psp,m,sg,,d,का,kA'>
13	पता	JJ	<fs af='पता,v,any,any,any,,0,0'>|<fs af='पता,n,m,sg,3,d,0,0'>
14	चला	VM	<fs af='चला,v,any,any,any,,0,0'>|<fs af='चल,v,m,sg,any,,या,yA'>
15	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="4">
1	अमीर	JJ	<fs af='अमीर,n,m,sg,3,d,0,0'>|<fs af='अमीर,n,m,pl,3,d,0,0'>|<fs af='अमीर,n,m,sg,3,o,0,0'>|<fs af='अमीर,adj,any,any,,any,,'>
2	व्यापारी	NN	<fs af='व्यापारी,n,m,sg,3,d,0,0'>|<fs af='व्यापारी,n,m,pl,3,d,0,0'>|<fs af='व्यापारी,n,m,sg,3,o,0,0'>
3	शहर	NN	<fs af='शहर,n,m,sg,3,d,0,0'>|<fs af='शहर,n,m,pl,3,d,0,0'>|<fs af='शहर,n,m,sg,3,o,0,0'>
4	के	PSP	<fs af='का,psp,m,sg,,o,का,kA'>|<fs af='का,psp,m,pl,,d,का,kA'>|<fs af='का,psp,m,pl,,o,का,kA'>
5	काजी	NN	<fs af='काजी,n,m,sg,3,d,0,0'>|<fs af='काजी,n,m,pl,3,d,0,0'>|<fs af='काजी,n,m,sg,3,o,0,0'>
6	के	PSP	<fs af='का,psp,m,sg,,o,का,kA'>|<fs af='का,psp,m,pl,,d,का,kA'>|<fs af='का,psp,m,pl,,o,का,kA'>
7	पास	NST	<fs af='पास,n,m,sg,3,d,0,0'>|<fs af='पास,n,m,pl,3,d,0,0'>|<fs af='पास,n,m,sg,3,o,0,0'>|<fs af='पास,psp,,,,,,'>
8	पहुँचा	VM	<fs af='पहुँचा,v,any,any,any,,0,0'>|<fs af='पहुँच,v,m,sg,any,,या,yA'>
9	और	CC	<fs af='और,avy,,,,,,'>
10	चोरी	NN	<fs af='चोरी,n,f,sg,3,d,0,0'>|<fs af='चोरी,n,f,sg,3,o,0,0'>
11	के	PSP	<fs af='का,psp,m,sg,,o,का,kA'>|<fs af='का,psp,m,pl,,d,का,kA'>|<fs af='का,psp,m,pl,,o,का,kA'>
12	बारे	PSP	<fs af='बारे,psp,,,,,,'>|<fs af='बारे,n,m,sg,3,d,0,0'>|<fs af='बारे,n,m,pl,3,d,0,0'>|<fs af='बारे,n,m,sg,3,o,0,0'>|<fs af='बारे,n,m,pl,3,o,0,0'>|<fs af='बारा,n,m,pl,3,d,0,0'>|<fs af='बारा,n,m,sg,3,o,0,0'>
13	में	PSP	<fs af='में,psp,,,,,,'>
14	बताया	VM	<fs af='बता,v,m,sg,any,,या,yA'>
15	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="5">
1	सुनने	VM	<fs af='सुन,v,m,pl,any,,ना,nA'>
2	के	PSP	<fs af='का,psp,m,sg,,o,का,kA'>|<fs af='का,psp,m,pl,,d,का,kA'>|<fs af='का,psp,m,pl,,o,का,kA'>
3	बाद	NST	<fs af='बाद,adv,,,,,,'>|<fs af='बाद,avy,,,,,,'>|<fs af='बाद,psp,,,,,,'>
4	काजी	NN	<fs af='काजी,n,m,sg,3,d,0,0'>|<fs af='काजी,n,m,pl,3,d,0,0'>|<fs af='काजी,n,m,sg,3,o,0,0'>
5	ने	PSP	<fs af='ने,psp,,,,,,'>
6	व्यापारी	NN	<fs af='व्यापारी,n,m,sg,3,d,0,0'>|<fs af='व्यापारी,n,m,pl,3,d,0,0'>|<fs af='व्यापारी,n,m,sg,3,o,0,0'>
7	के	PSP	<fs af='का,psp,m,sg,,o,का,kA'>|<fs af='का,psp,m,pl,,d,का,kA'>|<fs af='का,psp,m,pl,,o,का,kA'>
8	सारे	QF	<fs af='सारा,adj,m,sg,,o,,'>|<fs af='सारा,adj,m,pl,,d,,'>|<fs af='सारा,adj,m,pl,,o,,'>
9	नौकरों	NN	<fs af='नौकर,n,m,pl,3,o,0,0'>
10	और	CC	<fs af='और,avy,,,,,,'>
11	मित्रों	NN	<fs af='मित्र,n,m,pl,3,o,0,0'>
12	को	PSP	<fs af='को,psp,,,,,,'>
13	बुलाया	VM	<fs af='बुला,v,m,sg,any,,या,yA'>
14	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="6">
1	सब	QF	<fs af='सब,adj,any,any,,any,,'>|<fs af='सब,pn,any,sg,3,d,0,0'>|<fs af='सब,pn,any,pl,3,d,0,0'>|<fs af='सब,pn,any,sg,3,d,0,0'>|<fs af='सब,pn,any,pl,3,d,0,0'>
2	सामने	NST	<fs af='सामने,adv,,,,,,'>|<fs af='सामने,psp,,,,,,'>|<fs af='सामना,n,m,pl,3,d,0,0'>|<fs af='सामना,n,m,sg,3,o,0,0'>|<fs af='सामना,n,m,pl,3,o,0,0'>
3	पहुँच	VM	<fs af='पहुँच,n,f,sg,3,d,0,0'>|<fs af='पहुँच,n,f,pl,3,d,0,0'>|<fs af='पहुँच,n,f,sg,3,o,0,0'>|<fs af='पहुँच,n,f,pl,3,o,0,0'>|<fs af='पहुँच,v,any,any,any,,0,0'>
4	गए	VAUX	<fs af='गए,unk,,,,,,'>
5	तो	CC	<fs af='तो,avy,,,,,,'>|<fs af='तो,psp,,,,,,'>
6	काजी	NN	<fs af='काजी,n,m,sg,3,d,0,0'>|<fs af='काजी,n,m,pl,3,d,0,0'>|<fs af='काजी,n,m,sg,3,o,0,0'>
7	ने	PSP	<fs af='ने,psp,,,,,,'>
8	सब	NN	<fs af='सब,adj,any,any,,any,,'>|<fs af='सब,pn,any,sg,3,d,0,0'>|<fs af='सब,pn,any,pl,3,d,0,0'>|<fs af='सब,pn,any,sg,3,d,0,0'>|<fs af='सब,pn,any,pl,3,d,0,0'>
9	को	PSP	<fs af='को,psp,,,,,,'>
10	एक	QC	<fs af='एक,adj,any,any,,any,,'>|<fs af='एक,n,m,sg,3,d,0,0'>|<fs af='एक,n,m,pl,3,d,0,0'>|<fs af='एक,n,m,sg,3,o,0,0'>|<fs af='एक,n,m,pl,3,o,0,0'>
11	-	SYM	<fs af='&minus;,punc,,,,,,'>
12	एक	QC	<fs af='एक,adj,any,any,,any,,'>|<fs af='एक,n,m,sg,3,d,0,0'>|<fs af='एक,n,m,pl,3,d,0,0'>|<fs af='एक,n,m,sg,3,o,0,0'>|<fs af='एक,n,m,pl,3,o,0,0'>
13	छडी	NN	<fs af='छडी,n,f,sg,3,d,0,0'>|<fs af='छडी,n,f,sg,3,o,0,0'>
14	दी	VM	<fs af='दे,v,f,sg,any,,या,yA'>
15	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="7">
1	छडियाँ	NN	<fs af='छडियाँ,unk,,,,,,'>
2	बराबर	JJ	<fs af='बराबर,adv,,,,,,'>|<fs af='बराबर,adj,any,any,,any,,'>
3	थीं	VM	<fs af='था,v,f,pl,any,,था,WA'>
4	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="8">
1	कोई	PRP	<fs af='कोई,pn,any,sg,3,d,0,0'>|<fs af='कोई,pn,any,pl,3,d,0,0'>
2	छोटी	JJ	<fs af='छोटी,adj,f,any,,any,,'>
3	न	NEG	<fs af='न,adv,,,,,,'>
4	बडी	JJ	<fs af='बडी,adj,f,any,,any,,'>
5	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="9">
1	को	PSP	<fs af='को,psp,,,,,,'>
2	छडी	NN	<fs af='छडी,n,f,sg,3,d,0,0'>|<fs af='छडी,n,f,sg,3,o,0,0'>
3	देने	VM	<fs af='दे,v,m,pl,any,,ना,nA'>
4	के	PSP	<fs af='का,psp,m,sg,,o,का,kA'>|<fs af='का,psp,m,pl,,d,का,kA'>|<fs af='का,psp,m,pl,,o,का,kA'>
5	बाद	NST	<fs af='बाद,adv,,,,,,'>|<fs af='बाद,avy,,,,,,'>|<fs af='बाद,psp,,,,,,'>
6	काजी	NN	<fs af='काजी,n,m,sg,3,d,0,0'>|<fs af='काजी,n,m,pl,3,d,0,0'>|<fs af='काजी,n,m,sg,3,o,0,0'>
7	बोला	VM	<fs af='बोल,v,m,sg,any,,या,yA'>
8	,	SYM	<fs af='&comma;,punc,,,,,,'>
9	"	SYM	<fs af='&bdquo;,punc,,,,,,'>
10	इन	DEM	<fs af='यह,pn,any,pl,3,o,0,0'>|<fs af='यह,pn,any,pl,3,o,को,ko'>
11	छडियों	NN	<fs af='छडी,n,f,pl,3,o,0,0'>
12	को	PSP	<fs af='को,psp,,,,,,'>
13	आप	PRP	<fs af='आप,pn,any,any,any,o,0,0'>|<fs af='आप,adv,,,,,,'>
14	सब	QF	<fs af='सब,adj,any,any,,any,,'>|<fs af='सब,pn,any,sg,3,d,0,0'>|<fs af='सब,pn,any,pl,3,d,0,0'>|<fs af='सब,pn,any,sg,3,d,0,0'>|<fs af='सब,pn,any,pl,3,d,0,0'>
15	अपने	PRP	<fs af='अपना,adj,m,sg,,o,,'>|<fs af='अपना,adj,m,pl,,d,,'>|<fs af='अपना,adj,m,pl,,o,,'>
16	अपने	PRP	<fs af='अपना,adj,m,sg,,o,,'>|<fs af='अपना,adj,m,pl,,d,,'>|<fs af='अपना,adj,m,pl,,o,,'>
17	घर	NN	<fs af='घर,n,m,sg,3,d,0,0'>|<fs af='घर,n,m,pl,3,d,0,0'>|<fs af='घर,n,m,sg,3,o,0,0'>
18	ले	VM	<fs af='ले,v,any,any,any,,0,0'>|<fs af='ले,v,any,sg,2,,एं,e'>|<fs af='ले,v,any,sg,3,,ए,e'>
19	जाएँ	VAUX	<fs af='जा,v,any,pl,1,,एं,eM'>|<fs af='जा,v,any,pl,3,,इए,ie'>
20	और	CC	<fs af='और,avy,,,,,,'>
21	कल	JJ	<fs af='कल,adv,,,,,,'>
22	सुबह	NN	<fs af='सुबह,n,f,sg,3,d,0,0'>|<fs af='सुबह,n,f,pl,3,d,0,0'>|<fs af='सुबह,n,f,sg,3,o,0,0'>|<fs af='सुबह,n,f,pl,3,o,0,0'>|<fs af='सुबह,adv,,,,,,'>
23	वापस	JJ	<fs af='वापस,adj,any,any,,any,,'>
24	ले	VM	<fs af='ले,v,any,any,any,,0,0'>|<fs af='ले,v,any,sg,2,,एं,e'>|<fs af='ले,v,any,sg,3,,ए,e'>
25	आएँ	VAUX	<fs af='आ,v,any,pl,1,,एं,eM'>|<fs af='आ,v,any,pl,3,,इए,ie'>
26	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="10">
1	सभी	QF	<fs af='सभी,n,m,sg,3,d,0,0'>|<fs af='सभी,n,m,pl,3,d,0,0'>|<fs af='सभी,n,m,sg,3,o,0,0'>|<fs af='सभी,n,m,pl,3,o,0,0'>
2	छडियों	NN	<fs af='छडी,n,f,pl,3,o,0,0'>
3	की	PSP	<fs af='का,psp,f,sg,,d,का,kA'>|<fs af='का,psp,f,sg,,o,का,kA'>|<fs af='का,psp,f,pl,,d,का,kA'>|<fs af='का,psp,f,pl,,o,का,kA'>|<fs af='कर,v,f,sg,any,,या,yA'>
4	खासियत	NN	<fs af='खासियत,n,f,sg,3,d,0,0'>|<fs af='खासियत,n,f,sg,3,o,0,0'>
5	यह	PRP	<fs af='यह,pn,any,sg,3,d,0,0'>
6	है	VM	<fs af='है,v,any,sg,2,,है,hE'>|<fs af='है,v,any,sg,3,,है,hE'>
7	कि	CC	<fs af='कि,avy,,,,,,'>
8	यह	DEM	<fs af='यह,pn,any,sg,3,d,0,0'>
9	चोर	NN	<fs af='चोर,n,m,sg,3,d,0,0'>|<fs af='चोर,n,m,pl,3,d,0,0'>|<fs af='चोर,n,m,sg,3,o,0,0'>
10	के	PSP	<fs af='का,psp,m,sg,,o,का,kA'>|<fs af='का,psp,m,pl,,d,का,kA'>|<fs af='का,psp,m,pl,,o,का,kA'>
11	पास	NST	<fs af='पास,n,m,sg,3,d,0,0'>|<fs af='पास,n,m,pl,3,d,0,0'>|<fs af='पास,n,m,sg,3,o,0,0'>|<fs af='पास,psp,,,,,,'>
12	जा	VM	<fs af='जा,v,any,any,any,,0,0'>
13	कर	VAUX	<fs af='कर,n,m,sg,3,d,0,0'>|<fs af='कर,n,m,pl,3,d,0,0'>|<fs af='कर,n,m,sg,3,o,0,0'>|<fs af='कर,v,any,any,any,,0,0'>
14	ये	DEM	<fs af='यह,pn,any,pl,3,d,0,0'>
15	एक	QC	<fs af='एक,adj,any,any,,any,,'>|<fs af='एक,n,m,sg,3,d,0,0'>|<fs af='एक,n,m,pl,3,d,0,0'>|<fs af='एक,n,m,sg,3,o,0,0'>|<fs af='एक,n,m,pl,3,o,0,0'>
16	उँगली	NN	<fs af='उँगली,n,f,sg,3,d,0,0'>|<fs af='उँगली,n,f,sg,3,o,0,0'>
17	के	PSP	<fs af='का,psp,m,sg,,o,का,kA'>|<fs af='का,psp,m,pl,,d,का,kA'>|<fs af='का,psp,m,pl,,o,का,kA'>
18	बराबर	PSP	<fs af='बराबर,adv,,,,,,'>|<fs af='बराबर,adj,any,any,,any,,'>
19	अपने	PRP	<fs af='अपना,adj,m,sg,,o,,'>|<fs af='अपना,adj,m,pl,,d,,'>|<fs af='अपना,adj,m,pl,,o,,'>
20	आप	PRP	<fs af='आप,pn,any,any,any,o,0,0'>|<fs af='आप,adv,,,,,,'>
21	बढ	VM	<fs af='बढ,v,any,any,any,,0,0'>
22	जाती	VAUX	<fs af='जा,v,f,sg,any,,ता,wA'>
23	हैं	VAUX	<fs af='है,v,any,pl,1,,है,hE'>|<fs af='है,v,any,pl,3,,है,hE'>
24	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="11">
1	चोर	NN	<fs af='चोर,n,m,sg,3,d,0,0'>|<fs af='चोर,n,m,pl,3,d,0,0'>|<fs af='चोर,n,m,sg,3,o,0,0'>
2	नहीं	NEG	<fs af='नहीं,adv,,,,,,'>
3	होता	VM	<fs af='हो,v,m,sg,any,,ता,wA'>
4	,	SYM	<fs af='&comma;,punc,,,,,,'>
5	उस	DEM	<fs af='वह,pn,any,sg,3,o,0,0'>
6	की	PSP	<fs af='का,psp,f,sg,,d,का,kA'>|<fs af='का,psp,f,sg,,o,का,kA'>|<fs af='का,psp,f,pl,,d,का,kA'>|<fs af='का,psp,f,pl,,o,का,kA'>|<fs af='कर,v,f,sg,any,,या,yA'>
7	छडी	NN	<fs af='छडी,n,f,sg,3,d,0,0'>|<fs af='छडी,n,f,sg,3,o,0,0'>
8	ऐसी	PRP	<fs af='ऐसी,adj,f,any,,any,,'>
9	की	PSP	<fs af='का,psp,f,sg,,d,का,kA'>|<fs af='का,psp,f,sg,,o,का,kA'>|<fs af='का,psp,f,pl,,d,का,kA'>|<fs af='का,psp,f,pl,,o,का,kA'>|<fs af='कर,v,f,sg,any,,या,yA'>
10	ऐसी	PRP	<fs af='ऐसी,adj,f,any,,any,,'>
11	रहती	VM	<fs af='रह,v,f,sg,any,,ता,wA'>
12	है	VAUX	<fs af='है,v,any,sg,2,,है,hE'>|<fs af='है,v,any,sg,3,,है,hE'>
13	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="12">
1	बढती	VM	<fs af='बढती,n,f,sg,3,d,0,0'>|<fs af='बढती,n,f,pl,3,d,0,0'>|<fs af='बढती,n,f,sg,3,o,0,0'>|<fs af='बढती,n,f,pl,3,o,0,0'>|<fs af='बढ,v,f,sg,any,,ता,wA'>
2	है	VAUX	<fs af='है,v,any,sg,2,,है,hE'>|<fs af='है,v,any,sg,3,,है,hE'>
3	,	SYM	<fs af='&comma;,punc,,,,,,'>
4	न	NEG	<fs af='न,adv,,,,,,'>
5	घटती	VM	<fs af='घट,v,f,sg,any,,ता,wA'>
6	है	VAUX	<fs af='है,v,any,sg,2,,है,hE'>|<fs af='है,v,any,sg,3,,है,hE'>
7	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="13">
1	तरह	NN	<fs af='तरह,n,m,sg,3,d,0,0'>|<fs af='तरह,n,m,pl,3,d,0,0'>|<fs af='तरह,n,m,sg,3,o,0,0'>|<fs af='तरह,psp,,,,,,'>
2	मैं	PRP	<fs af='मैं,pn,any,sg,1,d,0,0'>
3	चोर	NN	<fs af='चोर,n,m,sg,3,d,0,0'>|<fs af='चोर,n,m,pl,3,d,0,0'>|<fs af='चोर,n,m,sg,3,o,0,0'>
4	और	CC	<fs af='और,avy,,,,,,'>
5	बेगुनाह	NN	<fs af='बेगुनाह,n,m,sg,3,d,0,0'>|<fs af='बेगुनाह,n,m,pl,3,d,0,0'>|<fs af='बेगुनाह,n,m,sg,3,o,0,0'>|<fs af='बेगुनाह,adj,any,any,,any,,'>
6	की	PSP	<fs af='का,psp,f,sg,,d,का,kA'>|<fs af='का,psp,f,sg,,o,का,kA'>|<fs af='का,psp,f,pl,,d,का,kA'>|<fs af='का,psp,f,pl,,o,का,kA'>|<fs af='कर,v,f,sg,any,,या,yA'>
7	पहचान	NN	<fs af='पहचान,n,m,sg,3,d,0,0'>|<fs af='पहचान,n,m,pl,3,d,0,0'>|<fs af='पहचान,n,m,sg,3,o,0,0'>|<fs af='पहचान,v,any,any,any,,0,0'>
8	कर	VM	<fs af='कर,n,m,sg,3,d,0,0'>|<fs af='कर,n,m,pl,3,d,0,0'>|<fs af='कर,n,m,sg,3,o,0,0'>|<fs af='कर,v,any,any,any,,0,0'>
9	लेता	VAUX	<fs af='ले,v,m,sg,any,,ता,wA'>
10	हूँ	VAUX	<fs af='है,v,any,sg,1,,है,hE'>
11	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="14">
1	की	PSP	<fs af='का,psp,f,sg,,d,का,kA'>|<fs af='का,psp,f,sg,,o,का,kA'>|<fs af='का,psp,f,pl,,d,का,kA'>|<fs af='का,psp,f,pl,,o,का,kA'>|<fs af='कर,v,f,sg,any,,या,yA'>
2	बात	NN	<fs af='बात,n,f,sg,3,d,0,0'>|<fs af='बात,n,f,sg,3,o,0,0'>
3	सुन	VM	<fs af='सुन,v,any,any,any,,0,0'>
4	कर	VAUX	<fs af='कर,n,m,sg,3,d,0,0'>|<fs af='कर,n,m,pl,3,d,0,0'>|<fs af='कर,n,m,sg,3,o,0,0'>|<fs af='कर,v,any,any,any,,0,0'>
5	सभी	QF	<fs af='सभी,n,m,sg,3,d,0,0'>|<fs af='सभी,n,m,pl,3,d,0,0'>|<fs af='सभी,n,m,sg,3,o,0,0'>|<fs af='सभी,n,m,pl,3,o,0,0'>
6	अपनी	PRP	<fs af='अपनी,pn,any,any,any,o,0,0'>|<fs af='अपनी,adj,f,any,,any,,'>|<fs af='अपनी,n,f,sg,3,d,0,0'>|<fs af='अपनी,n,f,sg,3,o,0,0'>
7	अपनी	PRP	<fs af='अपनी,pn,any,any,any,o,0,0'>|<fs af='अपनी,adj,f,any,,any,,'>|<fs af='अपनी,n,f,sg,3,d,0,0'>|<fs af='अपनी,n,f,sg,3,o,0,0'>
8	छडी	NN	<fs af='छडी,n,f,sg,3,d,0,0'>|<fs af='छडी,n,f,sg,3,o,0,0'>
9	ले	VM	<fs af='ले,v,any,any,any,,0,0'>|<fs af='ले,v,any,sg,2,,एं,e'>|<fs af='ले,v,any,sg,3,,ए,e'>
10	कर	VAUX	<fs af='कर,n,m,sg,3,d,0,0'>|<fs af='कर,n,m,pl,3,d,0,0'>|<fs af='कर,n,m,sg,3,o,0,0'>|<fs af='कर,v,any,any,any,,0,0'>
11	अपने	PRP	<fs af='अपना,adj,m,sg,,o,,'>|<fs af='अपना,adj,m,pl,,d,,'>|<fs af='अपना,adj,m,pl,,o,,'>
12	अपने	PRP	<fs af='अपना,adj,m,sg,,o,,'>|<fs af='अपना,adj,m,pl,,d,,'>|<fs af='अपना,adj,m,pl,,o,,'>
13	घर	NN	<fs af='घर,n,m,sg,3,d,0,0'>|<fs af='घर,n,m,pl,3,d,0,0'>|<fs af='घर,n,m,sg,3,o,0,0'>
14	चल	VM	<fs af='चल,v,any,any,any,,0,0'>|<fs af='चल,adj,any,any,,any,,'>
15	दिए	VAUX	<fs af='दे,v,m,pl,any,,या,yA'>
16	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="15">
1	में	PSP	<fs af='में,psp,,,,,,'>
2	व्यापारी	NN	<fs af='व्यापारी,n,m,sg,3,d,0,0'>|<fs af='व्यापारी,n,m,pl,3,d,0,0'>|<fs af='व्यापारी,n,m,sg,3,o,0,0'>
3	के	PSP	<fs af='का,psp,m,sg,,o,का,kA'>|<fs af='का,psp,m,pl,,d,का,kA'>|<fs af='का,psp,m,pl,,o,का,kA'>
4	यहाँ	PRP	<fs af='यहाँ,adv,,,,,,'>|<fs af='यहाँ,psp,,,,,,'>
5	चोरी	NN	<fs af='चोरी,n,f,sg,3,d,0,0'>|<fs af='चोरी,n,f,sg,3,o,0,0'>
6	करने	VM	<fs af='कर,v,m,pl,any,,ना,nA'>
7	वाला	PSP	<fs af='वाला,psp,,,,,,'>|<fs af='वाला,n,m,sg,3,d,0,0'>
8	चोर	NN	<fs af='चोर,n,m,sg,3,d,0,0'>|<fs af='चोर,n,m,pl,3,d,0,0'>|<fs af='चोर,n,m,sg,3,o,0,0'>
9	भी	RP	<fs af='भी,adv,,,,,,'>|<fs af='भी,adv,,,,,,'>|<fs af='भी,avy,,,,,,'>|<fs af='भी,psp,,,,,,'>
10	था	VM	<fs af='था,v,m,sg,any,,था,WA'>
11	.	SYM	<fs af='&dot;,punc,,,,,,'>
</Sentence>			
<Sentence id="16">
1	वह	PRP	<fs af='वह,pn,any,sg,3,d,0,0'>
2	अपने	PRP	<fs af='अपना,adj,m,sg,,o,,'>|<fs af='अपना,adj,m,pl,,d,,'>|<fs af='अपना,adj,m,pl,,o,,'>
3	घर	NN	<fs af='घर,n,m,sg,3,d,0,0'>|<fs af='घर,n,m,pl,3,d,0,0'>|<fs af='घर,n,m,sg,3,o,0,0'>
4	पहुँचा	VM	<fs af='पहुँचा,v,any,any,any,,0,0'>|<fs af='पहुँच,v,m,sg,any,,या,yA'>
5	तो	CC	<fs af='तो,avy,,,,,,'>|<fs af='तो,psp,,,,,,'>
6	उस	PRP	<fs af='वह,pn,any,sg,3,o,0,0'>
7	ने	PSP	<fs af='ने,psp,,,,,,'>
8	सोचा	VM	<fs af='सोच,v,m,sg,any,,या,yA'>
9	,	SYM	<fs af='&comma;,punc,,,,,,'>
10	"	SYM	<fs af='&bdquo;,punc,,,,,,'>
11	अगर	CC	<fs af='अगर,adv,,,,,,'>
12	कल	XC	<fs af='कल,adv,,,,,,'>
13	सुबह	NN	<fs af='सुबह,n,f,sg,3,d,0,0'>|<fs af='सुबह,n,f,pl,3,d,0,0'>|<fs af='सुबह,n,f,sg,3,o,0,0'>|<fs af='सुबह,n,f,pl,3,o,0,0'>|<fs af='सुबह,adv,,,,,,'>
14	काजी	NN	<fs af='काजी,n,m,sg,3,d,0,0'>|<fs af='काजी,n,m,pl,3,d,0,0'>|<fs af='काजी,n,m,sg,3,o,0,0'>
15	के	PSP	<fs af='का,psp,m,sg,,o,का,kA'>|<fs af='का,psp,m,pl,,d,का,kA'>|<fs af='का,psp,m,pl,,o,का,kA'>
16	सामने	NST	<fs af='सामने,adv,,,,,,'>|<fs af='सामने,psp,,,,,,'>|<fs af='सामना,n,m,pl,3,d,0,0'>|<fs af='सामना,n,m,sg,3,o,0,0'>|<fs af='सामना,n,m,pl,3,o,0,0'>
17	मेरी	PRP	<fs af='मैं,pn,f,sg,1,d,का,kA'>|<fs af='मैं,pn,f,pl,1,d,का,kA'>|<fs af='मैं,pn,f,sg,1,o,का,kA'>|<fs af='मैं,pn,f,pl,1,o,का,kA'>
18	छडी	NN	<fs af='छडी,n,f,sg,3,d,0,0'>|<fs af='छडी,n,f,sg,3,o,0,0'>
19	एक	QC	<fs af='एक,adj,any,any,,any,,'>|<fs af='एक,n,m,sg,3,d,0,0'>|<fs af='एक,n,m,pl,3,d,0,0'>|<fs af='एक,n,m,sg,3,o,0,0'>|<fs af='एक,n,m,pl,3,o,0,0'>
20	उँगली	NN	<fs af='उँगली,n,f,sg,3,d,0,0'>|<fs af='उँगली,n,f,sg,3,o,0,0'>
21	बडी	JJ	<fs af='बडी,adj,f,any,,any,,'>
22	निकली	VM	<fs af='निकल,v,f,sg,any,,या,yA'>
23	तो	CC	<fs af='तो,avy,,,,,,'>|<fs af='तो,psp,,,,,,'>
24	वह	PRP	<fs af='वह,pn,any,sg,3,d,0,0'>
25	मुझे	PRP	<fs af='मुझे,unk,,,,,,'>
26	तुरंत	RB	<fs af='तुरंत,adv,,,,,,'>
